,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s)
0,CPI,90,90,10000,True,729.0,782.0,0.491579,0.0,0.22342
1,CPI,90,90,10000,True,782.0,729.0,0.378276,0.354662,0.000364
2,CPI,90,90,10000,True,729.0,782.0,0.494651,0.0,28.679
3,CPI,90,90,10000,True,782.0,729.0,0.4035,0.851545,0.000354
4,CPI,90,90,10000,True,729.0,782.0,0.494794,0.0,0.194813
5,CPI,90,90,10000,True,782.0,729.0,0.377482,0.356918,0.000345
6,CPI,90,90,10000,True,729.0,782.0,0.498477,0.0,27.9998
7,CPI,90,90,10000,True,782.0,729.0,0.385885,0.849841,0.000371
8,CPI,90,90,10000,True,729.0,782.0,0.498615,0.0,27.0013
9,CPI,90,90,10000,True,782.0,729.0,0.391267,0.359453,0.000351
10,CPI,90,90,10000,True,729.0,782.0,0.490326,0.0,26.4735
11,CPI,90,90,10000,True,782.0,729.0,0.378406,0.346461,0.000359
12,CPI,90,90,10000,True,729.0,782.0,0.491542,0.0,27.4909
13,CPI,90,90,10000,True,782.0,729.0,0.380696,0.347499,0.000356
14,CPI,90,90,10000,True,729.0,782.0,0.491712,0.0,0.181471
15,CPI,90,90,10000,True,782.0,729.0,0.380702,0.344656,0.000345
16,CPI,90,90,10000,True,729.0,782.0,0.493736,0.0,0.204917
17,CPI,90,90,10000,True,782.0,729.0,0.382479,0.369083,0.000349
18,CPI,90,90,10000,True,729.0,782.0,0.493557,0.0,0.203097
19,CPI,90,90,10000,True,782.0,729.0,0.382553,0.350103,0.000345
20,CPI,90,90,10000,True,729.0,782.0,0.493707,0.0,0.222515
21,CPI,90,90,10000,True,782.0,729.0,0.382483,0.371895,0.000344
22,CPI,90,90,10000,True,729.0,782.0,0.493546,0.0,0.190154
23,CPI,90,90,10000,True,782.0,729.0,0.383508,0.35688,0.000345
24,CPI,90,90,10000,True,729.0,782.0,0.49351,0.0,0.238912
25,CPI,90,90,10000,True,782.0,729.0,0.3793,0.368935,0.000347
26,CPI,90,90,10000,True,729.0,782.0,0.493682,0.0,0.21013
27,CPI,90,90,10000,True,782.0,729.0,0.378679,0.363233,0.000348
28,CPI,90,90,10000,True,729.0,782.0,0.494591,0.0,0.199925
29,CPI,90,90,10000,True,782.0,729.0,0.381561,0.350153,0.000364
30,CPI,90,90,10000,True,729.0,782.0,0.490587,0.0,27.5146
31,CPI,90,90,10000,True,782.0,729.0,0.37855,0.367461,0.000352
32,CPI,90,90,10000,True,729.0,782.0,0.490792,0.0,27.4816
33,CPI,90,90,10000,True,782.0,729.0,0.378929,0.340083,0.000355
34,CPI,90,90,10000,True,729.0,782.0,0.490652,0.0,0.210283
35,CPI,90,90,10000,True,782.0,729.0,0.378939,0.370194,0.000354
36,CPI,90,90,10000,True,729.0,782.0,0.490655,0.0,0.202186
37,CPI,90,90,10000,True,782.0,729.0,0.378655,0.367812,0.000342
38,CPI,90,90,10000,True,729.0,782.0,0.490641,0.0,27.5093
39,CPI,90,90,10000,True,782.0,729.0,0.378518,0.362982,0.00035
40,CPI,90,90,10000,True,729.0,782.0,0.492484,0.0,27.5183
41,CPI,90,90,10000,True,782.0,729.0,0.382674,0.372522,0.000373
42,CPI,90,90,10000,True,729.0,782.0,0.493514,0.0,0.202014
43,CPI,90,90,10000,True,782.0,729.0,0.383454,0.348962,0.000351
44,CPI,90,90,10000,True,729.0,782.0,0.491747,0.0,27.4854
45,CPI,90,90,10000,True,782.0,729.0,0.3806,0.344504,0.000351
