,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s)
0,CPI,0,0,10000,True,13.0,62.0,0.48016,0.0,0.0001
1,CPI,0,0,10000,True,62.0,13.0,0.360053,0.272036,2.9e-05
2,CPI,0,0,10000,True,13.0,62.0,0.480061,0.0,5.2e-05
3,CPI,0,0,10000,True,62.0,13.0,0.360036,0.29484,2.9e-05
4,CPI,0,0,10000,True,13.0,62.0,0.480127,0.0,6.5e-05
5,CPI,0,0,10000,True,62.0,13.0,0.359969,0.272972,3.3e-05
6,CPI,0,0,10000,True,13.0,62.0,0.480934,0.0,6.4e-05
7,CPI,0,0,10000,True,62.0,13.0,0.360629,0.291796,3.3e-05
8,CPI,0,0,10000,True,13.0,62.0,0.480642,0.0,5.2e-05
9,CPI,0,0,10000,True,62.0,13.0,0.360907,0.261862,3.1e-05
10,CPI,0,0,10000,True,13.0,62.0,0.480908,0.0,5.2e-05
11,CPI,0,0,10000,True,62.0,13.0,0.360996,0.286001,2.9e-05
12,CPI,0,0,10000,True,13.0,62.0,0.480927,0.0,5.3e-05
13,CPI,0,0,10000,True,62.0,13.0,0.36129,0.283042,2.9e-05
14,CPI,0,0,10000,True,13.0,62.0,0.480933,0.0,6.7e-05
15,CPI,0,0,10000,True,62.0,13.0,0.361079,0.274732,3.2e-05
16,CPI,0,0,10000,True,13.0,62.0,0.480187,0.0,6.6e-05
17,CPI,0,0,10000,True,62.0,13.0,0.361311,0.29655,3.4e-05
18,CPI,0,0,10000,True,13.0,62.0,0.480097,0.0,8.4e-05
19,CPI,0,0,10000,True,62.0,13.0,0.360968,0.279044,3.2e-05
20,IBLT,60,60,10000,True,917.0,5025.0,0.2516,0.0,0.003858
21,IBLT,60,60,10000,True,5025.0,917.0,0.413274,0.076672,1.4e-05
22,IBLT,60,60,10000,True,917.0,5025.0,0.252516,0.0,0.003878
23,IBLT,60,60,10000,True,5025.0,917.0,0.34151,0.062444,1.7e-05
24,IBLT,60,60,10000,True,917.0,5025.0,0.251599,0.0,0.003834
25,IBLT,60,60,10000,True,5025.0,917.0,0.341382,0.07146,1.7e-05
26,IBLT,60,60,10000,True,917.0,5025.0,0.251323,0.0,0.003839
27,IBLT,60,60,10000,True,5025.0,917.0,0.338419,0.071576,1.4e-05
28,IBLT,60,60,10000,True,917.0,5025.0,0.252393,0.0,0.003937
29,IBLT,60,60,10000,True,5025.0,917.0,0.341341,0.086955,1.3e-05
30,IBLT,60,60,10000,True,917.0,5025.0,0.252437,0.0,0.003867
31,IBLT,60,60,10000,True,5025.0,917.0,0.3414,0.059487,1.5e-05
32,IBLT,60,60,10000,True,917.0,5025.0,0.251398,0.0,0.003933
33,IBLT,60,60,10000,True,5025.0,917.0,0.341301,0.08331,2.2e-05
34,IBLT,60,60,10000,True,917.0,5025.0,0.251348,0.0,0.004005
35,IBLT,60,60,10000,True,5025.0,917.0,0.341088,0.097759,1.8e-05
36,IBLT,60,60,10000,True,917.0,5025.0,0.251378,0.0,0.003862
37,IBLT,60,60,10000,True,5025.0,917.0,0.34153,0.063565,1.7e-05
38,IBLT,60,60,10000,True,917.0,5025.0,0.251415,0.0,0.00386
39,IBLT,60,60,10000,True,5025.0,917.0,0.34162,0.082611,1.4e-05
