,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s)
0,CPI,0,0,10000,True,13.0,62.0,0.480089,0.0,30.0207
1,CPI,0,0,10000,True,62.0,13.0,0.359874,0.2657,3.3e-05
2,CPI,0,0,10000,True,13.0,62.0,0.480092,0.0,0.130434
3,CPI,0,0,10000,True,62.0,13.0,0.359872,0.286035,2.8e-05
4,CPI,0,0,10000,True,13.0,62.0,0.479927,0.0,0.129543
5,CPI,0,0,10000,True,62.0,13.0,0.359229,0.286541,3.2e-05
6,CPI,0,0,10000,True,13.0,62.0,0.480238,0.0,0.119895
7,CPI,0,0,10000,True,62.0,13.0,0.359799,0.260853,4.1e-05
8,CPI,0,0,10000,True,13.0,62.0,0.479902,0.0,27.7427
9,CPI,0,0,10000,True,62.0,13.0,0.36128,0.287004,3.2e-05
10,CPI,0,0,10000,True,13.0,62.0,0.479956,0.0,1.1689
11,CPI,0,0,10000,True,62.0,13.0,0.360572,0.28994,3.2e-05
12,CPI,0,0,10000,True,13.0,62.0,0.479896,0.0,0.1232
13,CPI,0,0,10000,True,62.0,13.0,0.360314,0.278348,3e-05
14,CPI,0,0,10000,True,13.0,62.0,0.479894,0.0,26.7694
15,CPI,0,0,10000,True,62.0,13.0,0.360633,0.273448,3.9e-05
16,CPI,0,0,10000,True,13.0,62.0,0.479984,0.0,0.119816
17,CPI,0,0,10000,True,62.0,13.0,0.360819,0.276504,3.2e-05
18,CPI,0,0,10000,True,13.0,62.0,0.479749,0.0,27.7176
19,CPI,0,0,10000,True,62.0,13.0,0.361117,0.263202,3.4e-05
20,IBLT,60,60,10000,True,917.0,5025.0,0.251581,0.0,0.003859
21,IBLT,60,60,10000,True,5025.0,917.0,0.410059,0.083832,1.7e-05
22,IBLT,60,60,10000,True,917.0,5025.0,0.251688,0.0,0.003852
23,IBLT,60,60,10000,True,5025.0,917.0,0.33926,0.078106,1.3e-05
24,IBLT,60,60,10000,True,917.0,5025.0,0.25181,0.0,0.003864
25,IBLT,60,60,10000,True,5025.0,917.0,0.339324,0.066424,1.5e-05
26,IBLT,60,60,10000,True,917.0,5025.0,0.251681,0.0,0.003983
27,IBLT,60,60,10000,True,5025.0,917.0,0.339535,0.087613,3.2e-05
28,IBLT,60,60,10000,True,917.0,5025.0,0.251649,0.0,0.003863
29,IBLT,60,60,10000,True,5025.0,917.0,0.339227,0.079055,1.6e-05
30,IBLT,60,60,10000,True,917.0,5025.0,0.25175,0.0,0.003969
31,IBLT,60,60,10000,True,5025.0,917.0,0.339095,0.060284,1.4e-05
32,IBLT,60,60,10000,True,917.0,5025.0,0.251597,0.0,0.003851
