,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s)
0,IBLT,90,90,10000,True,1366.0,7405.0,0.24154,0.298681,0.005882
1,IBLT,90,90,10000,True,7405.0,1366.0,0.450579,0.083725,2.9e-05
2,IBLT,90,90,10000,True,1366.0,7405.0,0.241529,0.142312,0.005281
3,IBLT,90,90,10000,True,7405.0,1366.0,0.338558,0.094931,1.5e-05
4,IBLT,90,90,10000,True,1366.0,7405.0,0.241423,27.6146,0.005375
5,IBLT,90,90,10000,True,7405.0,1366.0,0.338782,0.079329,1.6e-05
6,IBLT,90,90,10000,True,1366.0,7405.0,0.241392,27.4784,0.00545
7,IBLT,90,90,10000,True,7405.0,1366.0,0.337516,0.060624,1.7e-05
8,IBLT,90,90,10000,True,1366.0,7405.0,0.241533,0.167383,0.005386
9,IBLT,90,90,10000,True,7405.0,1366.0,0.338902,0.090909,1.7e-05
10,IBLT,90,90,10000,True,1366.0,7405.0,0.241341,0.104716,0.00525
11,IBLT,90,90,10000,True,7405.0,1366.0,0.338592,0.06143,1.4e-05
12,IBLT,90,90,10000,True,1366.0,7405.0,0.241456,27.6283,0.005415
13,IBLT,90,90,10000,True,7405.0,1366.0,0.338628,0.081538,1.9e-05
14,IBLT,90,90,10000,True,1366.0,7405.0,0.241731,27.3774,0.00901
15,IBLT,90,90,10000,True,7405.0,1366.0,0.338662,0.076904,1.7e-05
16,IBLT,90,90,10000,True,1366.0,7405.0,0.241499,27.6034,0.005289
17,IBLT,90,90,10000,True,7405.0,1366.0,0.338405,0.086243,2.5e-05
18,IBLT,90,90,10000,True,1366.0,7405.0,0.241498,0.166567,0.005277
19,IBLT,90,90,10000,True,7405.0,1366.0,0.338692,0.092763,1.6e-05
20,IBLT,80,80,10000,True,1217.0,6754.0,0.250708,30.1322,0.005082
21,IBLT,80,80,10000,True,6754.0,1217.0,0.450492,0.076429,1.5e-05
22,IBLT,80,80,10000,True,1217.0,6754.0,0.250667,28.0081,0.004824
23,IBLT,80,80,10000,True,6754.0,1217.0,0.338411,0.075702,1.6e-05
24,IBLT,80,80,10000,True,1217.0,6754.0,0.250681,27.5829,0.004906
25,IBLT,80,80,10000,True,6754.0,1217.0,0.338418,0.057994,1.5e-05
26,IBLT,80,80,10000,True,1217.0,6754.0,0.250727,27.6122,0.005198
27,IBLT,80,80,10000,True,6754.0,1217.0,0.338384,0.07139,1.6e-05
