,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s)
0,CPI,90,90,10000,True,729.0,782.0,0.490589,0.0,0.069918
1,CPI,90,90,10000,True,782.0,729.0,0.388432,0.341746,0.000353
2,CPI,90,90,10000,True,729.0,782.0,0.490651,0.0,0.069881
3,CPI,90,90,10000,True,782.0,729.0,0.378779,0.346054,0.000359
4,CPI,90,90,10000,True,729.0,782.0,0.490577,0.0,0.067431
5,CPI,90,90,10000,True,782.0,729.0,0.378487,0.373641,0.000364
6,CPI,90,90,10000,True,729.0,782.0,0.490644,0.0,0.068507
7,CPI,90,90,10000,True,782.0,729.0,0.378357,0.363557,0.000368
8,CPI,90,90,10000,True,729.0,782.0,0.490578,0.0,0.068354
9,CPI,90,90,10000,True,782.0,729.0,0.388446,0.362044,0.000355
10,CPI,90,90,10000,True,729.0,782.0,0.490647,0.0,0.069421
11,CPI,90,90,10000,True,782.0,729.0,0.37877,0.33827,0.000345
12,CPI,90,90,10000,True,729.0,782.0,0.490646,0.0,0.069298
13,CPI,90,90,10000,True,782.0,729.0,0.378541,0.34803,0.00036
14,CPI,90,90,10000,True,729.0,782.0,0.490656,0.0,0.071148
15,CPI,90,90,10000,True,782.0,729.0,0.378727,0.342488,0.000354
16,CPI,90,90,10000,True,729.0,782.0,0.490636,0.0,0.068105
17,CPI,90,90,10000,True,782.0,729.0,0.378501,0.359451,0.00036
18,CPI,90,90,10000,True,729.0,782.0,0.490644,0.0,0.070169
19,CPI,90,90,10000,True,782.0,729.0,0.378619,0.375425,0.000367
20,CPI,80,80,10000,True,649.0,702.0,0.491524,0.0,0.060344
21,CPI,80,80,10000,True,702.0,649.0,0.377849,1.69459,0.000327
22,CPI,80,80,10000,True,649.0,702.0,0.491479,0.0,0.05915
23,CPI,80,80,10000,True,702.0,649.0,0.375729,0.370415,0.000322
24,CPI,80,80,10000,True,649.0,702.0,0.491655,0.0,0.057357
25,CPI,80,80,10000,True,702.0,649.0,0.377424,0.35596,0.000325
26,CPI,80,80,10000,True,649.0,702.0,0.49175,0.0,0.059694
27,CPI,80,80,10000,True,702.0,649.0,0.38444,0.357455,0.000343
28,CPI,80,80,10000,True,649.0,702.0,0.491754,0.0,0.060684
29,CPI,80,80,10000,True,702.0,649.0,0.377699,0.369144,0.000322
30,CPI,80,80,10000,True,649.0,702.0,0.491738,0.0,0.057608
31,CPI,80,80,10000,True,702.0,649.0,0.377639,0.341623,0.000319
32,CPI,80,80,10000,True,649.0,702.0,0.491577,0.0,0.060184
33,CPI,80,80,10000,True,702.0,649.0,0.377661,0.374354,0.000315
34,CPI,80,80,10000,True,649.0,702.0,0.499702,0.0,0.057765
35,CPI,80,80,10000,True,702.0,649.0,0.380462,0.382462,0.000312
36,CPI,80,80,10000,True,649.0,702.0,0.491634,0.0,0.059045
37,CPI,80,80,10000,True,702.0,649.0,0.377704,0.34987,0.000398
38,CPI,80,80,10000,True,649.0,702.0,0.4916,0.0,0.05781
39,CPI,80,80,10000,True,702.0,649.0,0.388517,0.34587,0.000324
40,CPI,70,70,10000,True,569.0,622.0,0.490403,0.0,0.048729
41,CPI,70,70,10000,True,622.0,569.0,0.377854,0.315483,0.000306
42,CPI,70,70,10000,True,569.0,622.0,0.49048,0.0,0.047021
43,CPI,70,70,10000,True,622.0,569.0,0.377673,0.330078,0.000305
44,CPI,70,70,10000,True,569.0,622.0,0.490471,0.0,0.048138
45,CPI,70,70,10000,True,622.0,569.0,0.377576,0.334174,0.000296
46,CPI,70,70,10000,True,569.0,622.0,0.490469,0.0,0.046925
47,CPI,70,70,10000,True,622.0,569.0,0.388382,0.309608,0.000286
48,CPI,70,70,10000,True,569.0,622.0,0.490484,0.0,0.048796
49,CPI,70,70,10000,True,622.0,569.0,0.37758,0.330088,0.000288
50,CPI,70,70,10000,True,569.0,622.0,0.490483,0.0,0.047368
51,CPI,70,70,10000,True,622.0,569.0,0.381733,0.298578,0.00028
52,CPI,70,70,10000,True,569.0,622.0,0.490471,0.0,0.046604
53,CPI,70,70,10000,True,622.0,569.0,0.3777,0.300484,0.000294
54,CPI,70,70,10000,True,569.0,622.0,0.490471,0.0,0.048285
55,CPI,70,70,10000,True,622.0,569.0,0.377581,0.31225,0.000287
56,CPI,70,70,10000,True,569.0,622.0,0.490397,0.0,0.050066
57,CPI,70,70,10000,True,622.0,569.0,0.377443,0.31472,0.0003
58,CPI,70,70,10000,True,569.0,622.0,0.490478,0.0,0.047402
59,CPI,70,70,10000,True,622.0,569.0,0.377658,0.297757,0.000286
60,CPI,60,60,10000,True,489.0,542.0,0.489462,0.0,0.034276
61,CPI,60,60,10000,True,542.0,489.0,0.378545,0.31479,0.000244
62,CPI,60,60,10000,True,489.0,542.0,0.51246,0.0,0.035913
63,CPI,60,60,10000,True,542.0,489.0,0.418168,0.300642,0.000251
64,CPI,60,60,10000,True,489.0,542.0,0.489448,0.0,0.035294
65,CPI,60,60,10000,True,542.0,489.0,0.37856,0.331568,0.00025
66,CPI,60,60,10000,True,489.0,542.0,0.48949,0.0,0.03446
67,CPI,60,60,10000,True,542.0,489.0,0.378545,0.314244,0.000258
