,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s)
0,IBLT,90,90,10000,True,1366.0,7405.0,0.250525,30.1547,0.005317
1,IBLT,90,90,10000,True,7405.0,1366.0,0.451764,0.093684,1.7e-05
2,IBLT,90,90,10000,True,1366.0,7405.0,0.436677,0.111513,0.005316
3,IBLT,90,90,10000,True,7405.0,1366.0,0.53855,0.068924,1.6e-05
4,IBLT,90,90,10000,True,1366.0,7405.0,0.374379,0.24607,0.00527
5,IBLT,90,90,10000,True,7405.0,1366.0,0.498728,0.071258,1.6e-05
6,IBLT,90,90,10000,True,1366.0,7405.0,0.693154,0.124412,0.005355
7,IBLT,90,90,10000,True,7405.0,1366.0,0.778659,0.067422,3e-05
8,IBLT,90,90,10000,True,1366.0,7405.0,0.454436,0.133893,0.005342
9,IBLT,90,90,10000,True,7405.0,1366.0,0.578676,0.071367,1.9e-05
10,IBLT,90,90,10000,True,1366.0,7405.0,0.185295,0.149279,0.005322
11,IBLT,90,90,10000,True,7405.0,1366.0,0.299592,0.079277,1.5e-05
12,IBLT,90,90,10000,True,1366.0,7405.0,0.668531,0.127505,0.005337
13,IBLT,90,90,10000,True,7405.0,1366.0,0.77968,0.066358,1.6e-05
14,IBLT,90,90,10000,True,1366.0,7405.0,0.686156,26.2445,0.005398
15,IBLT,90,90,10000,True,7405.0,1366.0,0.778405,0.091277,1.7e-05
16,IBLT,90,90,10000,True,1366.0,7405.0,0.702098,0.134586,0.005333
17,IBLT,90,90,10000,True,7405.0,1366.0,0.93046,0.08255,1.6e-05
18,IBLT,90,90,10000,True,1366.0,7405.0,0.397646,0.136574,0.005356
19,IBLT,90,90,10000,True,7405.0,1366.0,0.498375,0.065956,1.9e-05
20,IBLT,80,80,10000,True,1217.0,6754.0,0.334875,0.103917,0.00481
21,IBLT,80,80,10000,True,6754.0,1217.0,0.547739,0.059275,1.4e-05
22,IBLT,80,80,10000,True,1217.0,6754.0,0.333839,0.12301,0.004853
23,IBLT,80,80,10000,True,6754.0,1217.0,0.43788,0.067031,1.4e-05
24,IBLT,80,80,10000,True,1217.0,6754.0,0.259748,27.5302,0.004834
25,IBLT,80,80,10000,True,6754.0,1217.0,0.365535,0.081748,1.6e-05
26,IBLT,80,80,10000,True,1217.0,6754.0,9.25077,27.6192,0.005322
27,IBLT,80,80,10000,True,6754.0,1217.0,9.33768,0.066226,2e-05
28,IBLT,80,80,10000,True,1217.0,6754.0,0.714222,0.12845,0.004819
