,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s),latency,uBandwidth,dBandwidth,measuremntsDuration,MasurementsStartedAt
1168,CPI,600,600,10000,True,4809.0,4862.0,0.456494,0.0,4.2837,,,,,
1169,CPI,600,600,10000,True,4862.0,4809.0,0.388182,4.51446,0.002157,78.8,-4.0,-4.0,4536.0,2022-06-01 02:12:24
1170,CPI,600,600,10000,True,4809.0,4862.0,0.456812,0.0,4.55213,,,,,
1171,CPI,600,600,10000,True,4862.0,4809.0,0.389325,4.77687,0.002064,62.2,-4.0,-4.0,4504.0,2022-06-01 02:12:54
1172,CPI,600,600,10000,True,4809.0,4862.0,0.456743,0.0,4.32289,,,,,
1173,CPI,600,600,10000,True,4862.0,4809.0,0.387969,4.56996,0.002037,93.8,-4.0,-4.0,4504.0,2022-06-01 02:13:24
1174,CPI,600,600,10000,True,4809.0,4862.0,0.625792,0.0,4.27466,,,,,
1175,CPI,600,600,10000,True,4862.0,4809.0,0.805213,5.64574,0.002075,90.0,-4.0,-4.0,4504.0,2022-06-01 02:13:54
1176,CPI,600,600,10000,True,4809.0,4862.0,0.58067,0.0,4.31934,,,,,
1177,CPI,600,600,10000,True,4862.0,4809.0,0.474719,5.62206,0.002058,108.0,-4.0,-4.0,4504.0,2022-06-01 02:14:09
1178,CPI,600,600,10000,True,4809.0,4862.0,0.456871,0.0,4.37928,,,,,
1179,CPI,600,600,10000,True,4862.0,4809.0,0.391614,4.61404,0.002087,58.4,-4.0,-4.0,4504.0,2022-06-01 02:14:39
1180,CPI,500,500,10000,True,4009.0,4062.0,0.456336,0.0,2.60955,,,,,
1181,CPI,500,500,10000,True,4062.0,4009.0,0.39116,2.87914,0.001726,94.4,-4.0,-4.0,4517.0,2022-06-01 02:04:28
1182,CPI,500,500,10000,True,4009.0,4062.0,0.496325,0.0,2.74033,,,,,
1183,CPI,500,500,10000,True,4062.0,4009.0,0.433861,4.00769,0.001736,92.0,-4.0,-4.0,4504.0,2022-06-01 02:04:39
1184,CPI,500,500,10000,True,4009.0,4062.0,0.456267,0.0,2.6158,,,,,
1185,CPI,500,500,10000,True,4062.0,4009.0,0.385412,2.87254,0.001701,75.1,-4.0,-4.0,4504.0,2022-06-01 02:04:52
1186,CPI,500,500,10000,True,4009.0,4062.0,0.456525,0.0,2.73089,,,,,
1187,CPI,500,500,10000,True,4062.0,4009.0,0.385269,2.97562,0.001703,58.4,-4.0,-4.0,4504.0,2022-06-01 02:05:22
1188,CPI,500,500,10000,True,4009.0,4062.0,0.606055,0.0,2.63718,,,,,
1189,CPI,500,500,10000,True,4062.0,4009.0,0.396446,131.664,0.001714,-2.0,-4.0,-4.0,12504.0,2022-06-01 02:05:52
1190,CPI,500,500,10000,True,4009.0,4062.0,0.687204,0.0,2.6833,,,,,
1191,CPI,500,500,10000,True,4062.0,4009.0,0.483323,4.07213,0.001707,103.0,-4.0,-4.0,4518.0,2022-06-01 02:08:20
1192,CPI,500,500,10000,True,4009.0,4062.0,0.53111,0.0,2.60542,,,,,
1193,CPI,500,500,10000,True,4062.0,4009.0,0.434455,2.93393,0.001706,97.8,-4.0,-4.0,4512.0,2022-06-01 02:08:33
1194,CPI,500,500,10000,True,4009.0,4062.0,0.46518,0.0,2.62484,,,,,
1195,CPI,500,500,10000,True,4062.0,4009.0,0.39539,2.88959,0.00172,92.5,-4.0,-4.0,4504.0,2022-06-01 02:09:03
1196,CPI,500,500,10000,True,4009.0,4062.0,0.511113,0.0,2.61794,,,,,
1197,CPI,500,500,10000,True,4062.0,4009.0,0.392319,2.89626,0.001721,66.1,-4.0,-4.0,4504.0,2022-06-01 02:09:15
1198,CPI,500,500,10000,True,4009.0,4062.0,1.00387,0.0,2.78977,,,,,
1199,CPI,500,500,10000,True,4062.0,4009.0,0.861634,4.13825,0.001727,123.0,-4.0,-4.0,4505.0,2022-06-01 02:09:45
1200,CPI,400,400,10000,True,3208.0,3262.0,0.761804,0.0,1.48477,,,,,
1201,CPI,400,400,10000,True,3262.0,3208.0,0.532055,1.87202,0.001403,64.9,-4.0,-4.0,4504.0,2022-06-01 01:59:48
1202,CPI,400,400,10000,True,3209.0,3262.0,0.498805,0.0,1.5083,,,,,
1203,CPI,400,400,10000,True,3262.0,3209.0,0.429218,1.79873,0.0014,80.8,-4.0,-4.0,4505.0,2022-06-01 02:00:25
1204,CPI,400,400,10000,True,3209.0,3262.0,0.489481,0.0,1.49914,,,,,
1205,CPI,400,400,10000,True,3262.0,3209.0,0.392432,1.7998,0.001385,85.0,-4.0,-4.0,4504.0,2022-06-01 02:00:55
1206,CPI,400,400,10000,True,3209.0,3262.0,0.445769,0.0,1.4885,,,,,
1207,CPI,400,400,10000,True,3262.0,3209.0,0.391746,1.70901,0.001581,81.6,-4.0,-4.0,4504.0,2022-06-01 02:01:05
1208,CPI,400,400,10000,True,3209.0,3262.0,0.48378,0.0,1.59231,,,,,
1209,CPI,400,400,10000,True,3262.0,3209.0,0.424508,1.84215,0.001373,84.6,-4.0,-4.0,4505.0,2022-06-01 02:01:35
1210,CPI,400,400,10000,True,3209.0,3262.0,0.773059,0.0,1.50149,,,,,
1211,CPI,400,400,10000,True,3262.0,3209.0,0.70945,1.74957,0.001369,72.6,-4.0,-4.0,4504.0,2022-06-01 02:01:44
1212,CPI,400,400,10000,True,3208.0,3262.0,1.03977,0.0,1.48227,,,,,
1213,CPI,400,400,10000,True,3262.0,3208.0,1.05117,2.69498,0.001376,137.0,-4.0,-4.0,4504.0,2022-06-01 02:02:14
1214,CPI,400,400,10000,True,3209.0,3262.0,0.475777,0.0,1.5221,,,,,
1215,CPI,400,400,10000,True,3262.0,3209.0,0.391418,1.80581,0.00139,89.1,-4.0,-4.0,4505.0,2022-06-01 02:02:45
1216,CPI,400,400,10000,True,3209.0,3262.0,0.443921,0.0,1.56405,,,,,
1217,CPI,400,400,10000,True,3262.0,3209.0,0.383186,1.77754,0.00139,59.4,-4.0,-4.0,4504.0,2022-06-01 02:03:15
1218,CPI,400,400,10000,True,3208.0,3262.0,0.443712,0.0,1.50823,,,,,
1219,CPI,400,400,10000,True,3262.0,3208.0,0.390647,1.77268,0.00138,134.0,-4.0,-4.0,4505.0,2022-06-01 02:03:45
1220,CPI,300,300,10000,True,2409.0,2462.0,0.453733,0.0,0.749635,,,,,
1221,CPI,300,300,10000,True,2462.0,2409.0,0.381672,0.988344,0.001053,69.6,-4.0,-4.0,4504.0,2022-06-01 01:54:43
1222,CPI,300,300,10000,True,2409.0,2462.0,0.449612,0.0,0.752751,,,,,
1223,CPI,300,300,10000,True,2462.0,2409.0,0.380619,1.00496,0.001037,86.5,-4.0,-4.0,4504.0,2022-06-01 01:54:52
1224,CPI,300,300,10000,True,2409.0,2462.0,0.727916,0.0,0.758458,,,,,
1225,CPI,300,300,10000,True,2462.0,2409.0,1.02148,2.01222,0.001073,94.5,-4.0,-4.0,4504.0,2022-06-01 01:55:01
1226,CPI,300,300,10000,True,2409.0,2462.0,0.768611,0.0,0.749692,,,,,
1227,CPI,300,300,10000,True,2462.0,2409.0,0.699788,0.990513,0.001048,72.1,-4.0,-4.0,4504.0,2022-06-01 01:55:11
1228,CPI,300,300,10000,True,2409.0,2462.0,0.451817,0.0,0.758453,,,,,
1229,CPI,300,300,10000,True,2462.0,2409.0,0.380058,1.00338,0.001046,93.8,-4.0,-4.0,4513.0,2022-06-01 01:55:20
1230,CPI,300,300,10000,True,2409.0,2462.0,0.476534,0.0,0.757227,,,,,
1231,CPI,300,300,10000,True,2462.0,2409.0,0.382951,2.01209,0.00105,96.1,-4.0,-4.0,4504.0,2022-06-01 01:55:29
1232,CPI,300,300,10000,True,2409.0,2462.0,0.778436,0.0,0.75618,,,,,
1233,CPI,300,300,10000,True,2462.0,2409.0,0.917571,129.819,0.0011,103.0,-4.0,-4.0,4505.0,2022-06-01 01:55:38
1234,CPI,300,300,10000,True,2409.0,2462.0,1.05142,0.0,0.757411,,,,,
1235,CPI,300,300,10000,True,2462.0,2409.0,0.92461,1.02753,0.001092,64.5,-4.0,-4.0,4516.0,2022-06-01 01:58:54
1236,CPI,300,300,10000,True,2409.0,2462.0,0.492737,0.0,0.755721,,,,,
1237,CPI,300,300,10000,True,2462.0,2409.0,0.383899,2.01254,0.001067,96.2,-4.0,-4.0,4517.0,2022-06-01 01:59:24
1238,CPI,300,300,10000,True,2409.0,2462.0,0.862615,0.0,0.758841,,,,,
1239,CPI,300,300,10000,True,2462.0,2409.0,0.661715,2.16275,0.001059,95.0,-4.0,-4.0,4514.0,2022-06-01 01:59:35
1240,CPI,200,200,10000,True,1609.0,1662.0,0.563416,0.0,0.305094,,,,,
1241,CPI,200,200,10000,True,1662.0,1609.0,0.452033,0.622298,0.000715,71.6,-4.0,-4.0,4513.0,2022-06-01 01:51:22
1242,CPI,200,200,10000,True,1609.0,1662.0,1.56338,0.0,0.29765,,,,,
1243,CPI,200,200,10000,True,1662.0,1609.0,1.52895,0.512805,0.000713,71.9,-4.0,-4.0,4504.0,2022-06-01 01:51:57
1244,CPI,200,200,10000,True,1609.0,1662.0,0.441496,0.0,0.320593,,,,,
1245,CPI,200,200,10000,True,1662.0,1609.0,0.379112,0.576882,0.000738,57.9,-4.0,-4.0,4504.0,2022-06-01 01:52:27
1246,CPI,200,200,10000,True,1609.0,1662.0,0.442348,0.0,0.305241,,,,,
1247,CPI,200,200,10000,True,1662.0,1609.0,0.37889,0.565125,0.000735,83.1,-4.0,-4.0,4541.0,2022-06-01 01:52:57
1248,CPI,200,200,10000,True,1609.0,1662.0,0.441378,0.0,0.301478,,,,,
1249,CPI,200,200,10000,True,1662.0,1609.0,0.3818,1.50004,0.00073,63.1,-4.0,-4.0,4518.0,2022-06-01 01:53:05
1250,CPI,200,200,10000,True,1609.0,1662.0,0.442475,0.0,0.31136,,,,,
1251,CPI,200,200,10000,True,1662.0,1609.0,0.378163,0.577498,0.000716,97.8,-4.0,-4.0,4505.0,2022-06-01 01:53:35
1252,CPI,200,200,10000,True,1609.0,1662.0,0.442325,0.0,0.300969,,,,,
1253,CPI,200,200,10000,True,1662.0,1609.0,0.384118,0.538444,0.000717,59.8,-4.0,-4.0,4505.0,2022-06-01 01:54:05
1254,CPI,200,200,10000,True,1609.0,1662.0,0.483426,0.0,0.303798,,,,,
1255,CPI,200,200,10000,True,1662.0,1609.0,0.383778,0.565371,0.000724,65.9,-4.0,-4.0,4522.0,2022-06-01 01:54:14
1256,CPI,200,200,10000,True,1609.0,1662.0,0.442365,0.0,0.300902,,,,,
1257,CPI,200,200,10000,True,1662.0,1609.0,0.379988,0.530313,0.000719,91.4,-4.0,-4.0,4504.0,2022-06-01 01:54:24
1258,CPI,200,200,10000,True,1609.0,1662.0,0.512524,0.0,0.316432,,,,,
1259,CPI,200,200,10000,True,1662.0,1609.0,0.409068,0.61386,0.000721,85.2,-4.0,-4.0,4504.0,2022-06-01 01:54:32
1260,CPI,100,100,10000,True,809.0,862.0,0.733779,0.0,0.078554,,,,,
1261,CPI,100,100,10000,True,862.0,809.0,0.535686,0.56664,0.00039,71.4,-4.0,-4.0,4521.0,2022-06-01 01:47:40
1262,CPI,100,100,10000,True,809.0,862.0,0.772694,0.0,0.079708,,,,,
1263,CPI,100,100,10000,True,862.0,809.0,0.589408,1.53177,0.000388,86.2,-4.0,-4.0,4505.0,2022-06-01 01:48:16
1264,CPI,100,100,10000,True,809.0,862.0,0.501998,0.0,0.151475,,,,,
1265,CPI,100,100,10000,True,862.0,809.0,0.384775,0.436953,0.000374,74.7,-4.0,-4.0,4504.0,2022-06-01 01:48:24
1266,CPI,100,100,10000,True,809.0,862.0,0.55288,0.0,0.079722,,,,,
1267,CPI,100,100,10000,True,862.0,809.0,0.448435,0.434127,0.000381,98.2,-4.0,-4.0,4511.0,2022-06-01 01:48:33
1268,CPI,100,100,10000,True,809.0,862.0,0.539681,0.0,0.082728,,,,,
1269,CPI,100,100,10000,True,862.0,809.0,0.412628,0.395948,0.00039,67.6,-4.0,-4.0,4504.0,2022-06-01 01:49:03
1270,CPI,100,100,10000,True,808.0,862.0,0.502042,0.0,0.153124,,,,,
1271,CPI,100,100,10000,True,862.0,808.0,0.377424,0.453853,0.000377,97.1,-4.0,-4.0,4504.0,2022-06-01 01:49:11
1272,CPI,100,100,10000,True,809.0,862.0,0.652897,0.0,0.080959,,,,,
1273,CPI,100,100,10000,True,862.0,809.0,0.458562,0.527009,0.000405,88.4,-4.0,-4.0,4505.0,2022-06-01 01:49:41
1274,CPI,100,100,10000,True,809.0,862.0,0.513205,0.0,0.15516,,,,,
1275,CPI,100,100,10000,True,862.0,809.0,0.392443,1.4883,0.0004,89.8,-4.0,-4.0,4512.0,2022-06-01 01:50:11
1276,CPI,100,100,10000,True,809.0,862.0,0.499603,0.0,0.078726,,,,,
1277,CPI,100,100,10000,True,862.0,809.0,0.390835,0.363189,0.000408,85.4,-4.0,-4.0,4504.0,2022-06-01 01:50:41
1278,CPI,100,100,10000,True,809.0,862.0,0.5317,0.0,0.080445,,,,,
1279,CPI,100,100,10000,True,862.0,809.0,0.42965,1.38886,0.000392,60.2,-4.0,-4.0,4504.0,2022-06-01 01:51:11
1280,CPI,1000,1000,10000,True,8009.0,8062.0,1.10688,0.0,17.534,,,,,
1281,CPI,1000,1000,10000,True,8062.0,8009.0,0.576882,18.3058,0.003386,80.4,-4.0,-4.0,4505.0,2022-06-01 01:39:40
1282,CPI,1000,1000,10000,True,8009.0,8062.0,0.976917,0.0,17.2456,,,,,
1283,CPI,1000,1000,10000,True,8062.0,8009.0,1.14152,18.8846,0.003399,133.0,-4.0,-4.0,4505.0,2022-06-01 01:40:34
1284,CPI,1000,1000,10000,True,8009.0,8062.0,0.506897,0.0,18.0336,,,,,
1285,CPI,1000,1000,10000,True,8062.0,8009.0,0.413935,18.2942,0.003466,63.9,-4.0,-4.0,4504.0,2022-06-01 01:41:04
1286,CPI,1000,1000,10000,True,8009.0,8062.0,0.46574,0.0,17.1942,,,,,
1287,CPI,1000,1000,10000,True,8062.0,8009.0,0.410154,17.4308,0.003394,86.5,-4.0,-4.0,4520.0,2022-06-01 01:41:34
1288,CPI,1000,1000,10000,True,8009.0,8062.0,0.466734,0.0,17.3257,,,,,
1289,CPI,1000,1000,10000,True,8062.0,8009.0,0.383466,17.5914,0.003369,-2.0,-4.0,-4.0,12504.0,2022-06-01 01:42:04
1290,CPI,1000,1000,10000,True,8009.0,8062.0,0.741976,0.0,17.1883,,,,,
1291,CPI,1000,1000,10000,True,8062.0,8009.0,0.693237,17.415,0.00338,59.3,-4.0,-4.0,4504.0,2022-06-01 01:43:35
1292,CPI,1000,1000,10000,True,8009.0,8062.0,0.490777,0.0,17.2015,,,,,
1293,CPI,1000,1000,10000,True,8062.0,8009.0,0.406778,17.479,0.003396,86.7,-4.0,-4.0,4505.0,2022-06-01 01:44:05
1294,CPI,1000,1000,10000,True,8009.0,8062.0,0.464912,0.0,17.2216,,,,,
1295,CPI,1000,1000,10000,True,8062.0,8009.0,0.404072,17.4801,0.003495,87.7,-4.0,-4.0,4504.0,2022-06-01 01:44:32
1296,CPI,1000,1000,10000,True,8009.0,8062.0,0.980785,0.0,17.2797,,,,,
1297,CPI,1000,1000,10000,True,8062.0,8009.0,0.403017,18.0458,0.003384,92.1,-4.0,-4.0,4504.0,2022-06-01 01:44:59
1298,CPI,1000,1000,10000,True,8009.0,8062.0,0.506759,0.0,17.2036,,,,,
1299,CPI,1000,1000,10000,True,8062.0,8009.0,0.668847,91.6831,0.003414,90.2,-4.0,-4.0,4504.0,2022-06-01 01:45:29
1300,CPI,0,0,10000,True,13.0,62.0,0.480097,0.0,0.000125,,,,,
1301,CPI,0,0,10000,True,62.0,13.0,0.35884,0.276742,3e-05,75.7,-4.0,-4.0,4507.0,2022-06-01 01:34:09
1302,CPI,0,0,10000,True,13.0,62.0,0.500862,0.0,7.3e-05,,,,,
1303,CPI,0,0,10000,True,62.0,13.0,0.366362,0.274263,3e-05,81.6,651264.0,-4.0,4402.0,2022-06-01 01:34:16
1304,CPI,0,0,10000,True,13.0,62.0,0.720946,0.0,8.2e-05,,,,,
1305,CPI,0,0,10000,True,62.0,13.0,0.600947,1.29413,3.4e-05,96.6,2160070.0,-4.0,4463.0,2022-06-01 01:34:46
1306,CPI,0,0,10000,True,13.0,62.0,0.480139,0.0,8.1e-05,,,,,
1307,CPI,0,0,10000,True,62.0,13.0,0.360614,1.26088,3.3e-05,64.0,-4.0,-4.0,4507.0,2022-06-01 01:35:16
1308,CPI,0,0,10000,True,13.0,62.0,4.36716,0.0,8.7e-05,,,,,
1309,CPI,0,0,10000,True,62.0,13.0,4.20127,128.934,3.6e-05,-2.0,-4.0,-4.0,12504.0,2022-06-01 01:35:47
1310,CPI,0,0,10000,True,13.0,62.0,0.607244,0.0,7.8e-05,,,,,
1311,CPI,0,0,10000,True,62.0,13.0,0.466461,0.335311,2.9e-05,79.8,-4.0,-4.0,4504.0,2022-06-01 01:38:14
1312,CPI,0,0,10000,True,13.0,62.0,0.481091,0.0,0.0001,,,,,
1313,CPI,0,0,10000,True,62.0,13.0,0.360085,0.26827,3.8e-05,68.7,-4.0,-4.0,4505.0,2022-06-01 01:38:44
1314,CPI,0,0,10000,True,13.0,62.0,0.479978,0.0,8.5e-05,,,,,
1315,CPI,0,0,10000,True,62.0,13.0,0.360184,0.282921,3.1e-05,83.4,-4.0,-4.0,4504.0,2022-06-01 01:38:51
1316,CPI,0,0,10000,True,13.0,62.0,0.480039,0.0,8.6e-05,,,,,
1317,CPI,0,0,10000,True,62.0,13.0,0.344111,0.288568,3e-05,73.1,-4.0,-4.0,4504.0,2022-06-01 01:38:58
1318,CPI,0,0,10000,True,13.0,62.0,0.480006,0.0,8.8e-05,,,,,
1319,CPI,0,0,10000,True,62.0,13.0,0.360983,0.293185,3.1e-05,94.6,-4.0,-4.0,4504.0,2022-06-01 01:39:28
