,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s)
0,CPI,0,0,10000,True,13.0,62.0,0.479969,0.0,0.00012
1,CPI,0,0,10000,True,62.0,13.0,0.364868,1.47686,3e-05
2,CPI,0,0,10000,True,13.0,62.0,0.480775,0.0,5.5e-05
3,CPI,0,0,10000,True,62.0,13.0,0.368089,0.273524,2.4e-05
4,CPI,0,0,10000,True,13.0,62.0,0.479937,0.0,6.6e-05
5,CPI,0,0,10000,True,62.0,13.0,0.360785,0.271606,2.8e-05
6,CPI,0,0,10000,True,13.0,62.0,0.521024,0.0,8.3e-05
7,CPI,0,0,10000,True,62.0,13.0,0.401385,0.278461,3e-05
8,CPI,0,0,10000,True,13.0,62.0,1.02093,0.0,5.9e-05
9,CPI,0,0,10000,True,62.0,13.0,0.880855,0.303498,2.8e-05
10,CPI,0,0,10000,True,13.0,62.0,0.480204,0.0,6.5e-05
11,CPI,0,0,10000,True,62.0,13.0,0.361223,0.267233,3.5e-05
12,CPI,0,0,10000,True,13.0,62.0,0.483029,0.0,6.7e-05
13,CPI,0,0,10000,True,62.0,13.0,0.362105,0.27757,2.9e-05
14,CPI,0,0,10000,True,13.0,62.0,0.481039,0.0,6.4e-05
15,CPI,0,0,10000,True,62.0,13.0,0.360978,0.266846,2.9e-05
16,CPI,0,0,10000,True,13.0,62.0,0.480945,0.0,6.6e-05
17,CPI,0,0,10000,True,62.0,13.0,0.360174,0.275428,2.8e-05
18,CPI,0,0,10000,True,13.0,62.0,0.544068,0.0,5.5e-05
19,CPI,0,0,10000,True,62.0,13.0,0.440941,0.288396,2.7e-05
20,IBLT,60,60,10000,True,917.0,5025.0,0.25341,0.0,0.003857
21,IBLT,60,60,10000,True,5025.0,917.0,0.411473,0.088481,1.5e-05
22,IBLT,60,60,10000,True,917.0,5025.0,0.253404,0.0,0.003898
23,IBLT,60,60,10000,True,5025.0,917.0,0.337324,0.08344,1.5e-05
24,IBLT,60,60,10000,True,917.0,5025.0,0.253289,0.0,0.003854
25,IBLT,60,60,10000,True,5025.0,917.0,0.339464,0.091652,1.4e-05
26,IBLT,60,60,10000,True,917.0,5025.0,0.24957,0.0,0.003862
27,IBLT,60,60,10000,True,5025.0,917.0,0.339024,0.085616,1.6e-05
28,IBLT,60,60,10000,True,917.0,5025.0,0.249537,0.0,0.003881
29,IBLT,60,60,10000,True,5025.0,917.0,0.339549,0.062135,1.4e-05
30,IBLT,60,60,10000,True,917.0,5025.0,0.251795,0.0,0.004198
31,IBLT,60,60,10000,True,5025.0,917.0,0.339361,0.081648,1.3e-05
32,IBLT,60,60,10000,True,917.0,5025.0,0.292442,0.0,0.004046
33,IBLT,60,60,10000,True,5025.0,917.0,0.386325,0.074316,1.7e-05
34,IBLT,60,60,10000,True,917.0,5025.0,0.292703,0.0,0.003857
35,IBLT,60,60,10000,True,5025.0,917.0,0.810467,0.062851,1.4e-05
36,IBLT,60,60,10000,True,917.0,5025.0,0.249862,0.0,0.006547
37,IBLT,60,60,10000,True,5025.0,917.0,0.339101,0.057036,1.5e-05
38,IBLT,60,60,10000,True,917.0,5025.0,0.249465,0.0,0.003878
39,IBLT,60,60,10000,True,5025.0,917.0,0.339416,0.090983,1.5e-05
40,CPI,1000,1000,10000,True,8009.0,8062.0,0.507676,0.0,17.3878
41,CPI,1000,1000,10000,True,8062.0,8009.0,0.435998,17.6434,0.003384
42,CPI,1000,1000,10000,True,8009.0,8062.0,0.515386,0.0,17.3381
43,CPI,1000,1000,10000,True,8062.0,8009.0,0.396184,17.6503,0.003415
44,CPI,1000,1000,10000,True,8008.0,8062.0,0.468836,0.0,17.4683
45,CPI,1000,1000,10000,True,8062.0,8008.0,0.420953,17.7345,0.003385
46,CPI,1000,1000,10000,True,8009.0,8062.0,0.746574,0.0,17.6539
47,CPI,1000,1000,10000,True,8062.0,8009.0,0.676648,17.9291,0.003395
48,CPI,1000,1000,10000,True,8009.0,8062.0,0.553783,0.0,17.359
49,CPI,1000,1000,10000,True,8062.0,8009.0,0.442152,17.6865,0.003411
50,CPI,1000,1000,10000,True,8009.0,8062.0,1.02273,0.0,17.4353
51,CPI,1000,1000,10000,True,8062.0,8009.0,0.951915,17.6758,0.003457
52,CPI,1000,1000,10000,True,8009.0,8062.0,0.486747,0.0,17.3805
53,CPI,1000,1000,10000,True,8062.0,8009.0,0.504188,17.6287,0.003429
54,CPI,1000,1000,10000,True,8009.0,8062.0,0.466594,0.0,17.2388
55,CPI,1000,1000,10000,True,8062.0,8009.0,0.384889,18.0557,0.003407
56,CPI,1000,1000,10000,True,8009.0,8062.0,0.468575,0.0,21.576
57,CPI,1000,1000,10000,True,8062.0,8009.0,0.40883,21.8502,0.003393
58,CPI,1000,1000,10000,True,8009.0,8062.0,0.506533,0.0,17.374
59,CPI,1000,1000,10000,True,8062.0,8009.0,0.444866,17.6468,0.003409
60,CPI,100,100,10000,True,809.0,862.0,0.814286,0.0,0.082257
61,CPI,100,100,10000,True,862.0,809.0,0.37827,0.677206,0.000383
62,CPI,100,100,10000,True,809.0,862.0,0.837599,0.0,0.082336
63,CPI,100,100,10000,True,862.0,809.0,0.418735,0.677785,0.000371
64,CPI,100,100,10000,True,809.0,862.0,0.490858,0.0,0.082191
65,CPI,100,100,10000,True,862.0,809.0,0.380911,0.363375,0.000378
66,CPI,100,100,10000,True,808.0,862.0,0.491082,0.0,0.080303
67,CPI,100,100,10000,True,862.0,808.0,0.3801,0.355424,0.000381
68,CPI,100,100,10000,True,809.0,862.0,0.53266,0.0,0.083535
69,CPI,100,100,10000,True,862.0,809.0,0.409466,0.36863,0.000393
70,CPI,100,100,10000,True,809.0,862.0,0.489578,0.0,0.082211
71,CPI,100,100,10000,True,862.0,809.0,0.378892,0.359799,0.000378
72,CPI,100,100,10000,True,809.0,862.0,0.554241,0.0,0.07956
73,CPI,100,100,10000,True,862.0,809.0,0.417753,0.388677,0.00042
74,CPI,100,100,10000,True,809.0,862.0,0.489761,0.0,0.078539
75,CPI,100,100,10000,True,862.0,809.0,0.378092,0.369838,0.00039
76,CPI,100,100,10000,True,809.0,862.0,0.515841,0.0,0.079733
77,CPI,100,100,10000,True,862.0,809.0,0.418483,0.347352,0.000369
78,CPI,100,100,10000,True,809.0,862.0,0.492871,0.0,0.082932
79,CPI,100,100,10000,True,862.0,809.0,0.356832,0.389128,0.000407
80,IBLT,200,200,10000,True,3016.0,16541.0,0.36709,0.0,0.011777
81,IBLT,200,200,10000,True,16541.0,3016.0,0.520896,0.080504,3.5e-05
82,IBLT,200,200,10000,True,3016.0,16541.0,0.704128,0.0,0.011752
83,IBLT,200,200,10000,True,16541.0,3016.0,0.803462,0.062416,2.9e-05
84,IBLT,200,200,10000,True,3016.0,16541.0,0.454567,0.0,0.011814
85,IBLT,200,200,10000,True,16541.0,3016.0,0.539831,0.073508,3e-05
86,IBLT,200,200,10000,True,3016.0,16541.0,0.263994,0.0,0.011836
87,IBLT,200,200,10000,True,16541.0,3016.0,0.360495,0.094165,3.4e-05
88,IBLT,200,200,10000,True,3016.0,16541.0,0.25327,0.0,0.011815
89,IBLT,200,200,10000,True,16541.0,3016.0,0.341689,0.078467,3.2e-05
90,IBLT,200,200,10000,True,3016.0,16541.0,0.379072,0.0,0.01182
91,IBLT,200,200,10000,True,16541.0,3016.0,0.480784,0.062535,3.2e-05
92,IBLT,200,200,10000,True,3016.0,16541.0,0.552113,0.0,0.011874
93,IBLT,200,200,10000,True,16541.0,3016.0,0.659869,0.062319,3.2e-05
94,IBLT,200,200,10000,True,3016.0,16541.0,0.264217,0.0,0.011761
95,IBLT,200,200,10000,True,16541.0,3016.0,0.363618,0.073775,3.1e-05
96,IBLT,200,200,10000,True,3016.0,16541.0,0.294268,0.0,0.011793
97,IBLT,200,200,10000,True,16541.0,3016.0,0.381721,0.072136,3.5e-05
98,IBLT,200,200,10000,True,3016.0,16541.0,0.271097,0.0,0.011841
99,IBLT,200,200,10000,True,16541.0,3016.0,0.381586,0.078065,2.9e-05
100,IBLT,80,80,10000,True,1217.0,6754.0,0.253717,0.0,0.00479
101,IBLT,80,80,10000,True,6754.0,1217.0,0.559875,0.072837,1.7e-05
102,IBLT,80,80,10000,True,1217.0,6754.0,0.338896,0.0,0.004805
103,IBLT,80,80,10000,True,6754.0,1217.0,0.423607,0.089972,1.8e-05
104,IBLT,80,80,10000,True,1217.0,6754.0,0.298754,0.0,0.004762
105,IBLT,80,80,10000,True,6754.0,1217.0,0.382519,0.06291,1.5e-05
106,IBLT,80,80,10000,True,1217.0,6754.0,0.29963,0.0,0.004773
107,IBLT,80,80,10000,True,6754.0,1217.0,0.389113,0.087862,1.4e-05
108,IBLT,80,80,10000,True,1217.0,6754.0,0.293474,0.0,0.00478
109,IBLT,80,80,10000,True,6754.0,1217.0,0.377785,0.069787,1.9e-05
110,IBLT,80,80,10000,True,1217.0,6754.0,0.250546,0.0,0.004785
111,IBLT,80,80,10000,True,6754.0,1217.0,0.337756,0.082387,1.5e-05
112,IBLT,80,80,10000,True,1217.0,6754.0,0.251839,0.0,0.004923
113,IBLT,80,80,10000,True,6754.0,1217.0,0.808538,0.087711,1.8e-05
114,IBLT,80,80,10000,True,1217.0,6754.0,0.249627,0.0,0.004864
115,IBLT,80,80,10000,True,6754.0,1217.0,0.340335,0.072761,1.6e-05
116,IBLT,80,80,10000,True,1217.0,6754.0,0.252758,0.0,0.004783
117,IBLT,80,80,10000,True,6754.0,1217.0,0.33732,0.087479,1.6e-05
118,IBLT,80,80,10000,True,1217.0,6754.0,0.254813,0.0,0.004737
119,IBLT,80,80,10000,True,6754.0,1217.0,0.338563,0.078386,1.5e-05
120,IBLT,900,900,10000,True,13480.0,73473.0,0.663707,0.0,0.054435
121,IBLT,900,900,10000,True,73473.0,13480.0,0.881201,0.056779,0.00013
122,IBLT,900,900,10000,True,13480.0,73473.0,1.06377,0.0,0.054423
123,IBLT,900,900,10000,True,73473.0,13480.0,1.23477,0.073933,0.000131
124,IBLT,900,900,10000,True,13480.0,73473.0,0.658006,0.0,0.054333
125,IBLT,900,900,10000,True,73473.0,13480.0,0.84726,0.081526,0.00013
126,IBLT,900,900,10000,True,13480.0,73473.0,0.668108,0.0,0.056823
127,IBLT,900,900,10000,True,73473.0,13480.0,0.832832,0.074604,0.000126
128,IBLT,900,900,10000,True,13480.0,73473.0,0.667865,0.0,0.054416
129,IBLT,900,900,10000,True,73473.0,13480.0,0.948071,0.082495,0.000131
130,IBLT,900,900,10000,True,13480.0,73473.0,0.708037,0.0,0.054831
131,IBLT,900,900,10000,True,73473.0,13480.0,0.881733,0.057944,0.000131
132,IBLT,900,900,10000,True,13480.0,73473.0,0.7131,0.0,0.054326
133,IBLT,900,900,10000,True,73473.0,13480.0,0.996656,0.073837,0.000125
134,IBLT,900,900,10000,True,13480.0,73473.0,0.93284,0.0,0.054122
135,IBLT,900,900,10000,True,73473.0,13480.0,1.08907,0.079492,0.000127
136,IBLT,900,900,10000,True,13480.0,73473.0,1.01304,0.0,0.057732
137,IBLT,900,900,10000,True,73473.0,13480.0,1.33651,0.075243,0.00013
138,IBLT,900,900,10000,True,13480.0,73473.0,1.07303,0.0,0.055737
139,IBLT,900,900,10000,True,73473.0,13480.0,2.81822,0.06303,0.000133
140,CPI,400,400,10000,True,3209.0,3262.0,0.443421,0.0,1.48901
141,CPI,400,400,10000,True,3262.0,3209.0,0.390552,1.69893,0.001567
142,CPI,400,400,10000,True,3209.0,3262.0,0.443826,0.0,1.55478
143,CPI,400,400,10000,True,3262.0,3209.0,0.38451,1.80319,0.001398
144,CPI,400,400,10000,True,3209.0,3262.0,0.476575,0.0,1.48888
145,CPI,400,400,10000,True,3262.0,3209.0,0.390448,1.7398,0.001393
146,CPI,400,400,10000,True,3209.0,3262.0,0.492886,0.0,1.49271
147,CPI,400,400,10000,True,3262.0,3209.0,0.388441,1.80165,0.001408
148,CPI,400,400,10000,True,3208.0,3262.0,0.67979,0.0,1.52518
149,CPI,400,400,10000,True,3262.0,3208.0,0.43222,1.95615,0.0014
150,CPI,400,400,10000,True,3209.0,3262.0,0.47355,0.0,1.53591
151,CPI,400,400,10000,True,3262.0,3209.0,0.731959,1.78371,0.0014
152,CPI,400,400,10000,True,3209.0,3262.0,0.445746,0.0,1.48316
153,CPI,400,400,10000,True,3262.0,3209.0,0.390724,1.73062,0.001527
154,CPI,400,400,10000,True,3208.0,3262.0,0.445737,0.0,1.55939
155,CPI,400,400,10000,True,3262.0,3208.0,0.386086,1.79631,0.001389
156,CPI,400,400,10000,True,3209.0,3262.0,0.444482,0.0,1.97551
157,CPI,400,400,10000,True,3262.0,3209.0,0.393353,2.19586,0.001399
158,CPI,400,400,10000,True,3209.0,3262.0,0.449819,0.0,1.48658
159,CPI,400,400,10000,True,3262.0,3209.0,0.383437,1.73199,0.001399
160,IBLT,70,70,10000,True,1065.0,5900.0,0.556376,0.0,0.004209
161,IBLT,70,70,10000,True,5900.0,1065.0,0.734642,0.094598,1.4e-05
162,IBLT,70,70,10000,True,1065.0,5900.0,0.282424,0.0,0.004101
163,IBLT,70,70,10000,True,5900.0,1065.0,0.361332,0.092475,1.4e-05
164,IBLT,70,70,10000,True,1065.0,5900.0,0.241292,0.0,0.004104
165,IBLT,70,70,10000,True,5900.0,1065.0,0.445505,0.08932,1.9e-05
166,IBLT,70,70,10000,True,1065.0,5900.0,0.241375,0.0,0.004081
167,IBLT,70,70,10000,True,5900.0,1065.0,0.331741,0.092787,1.6e-05
168,IBLT,70,70,10000,True,1065.0,5900.0,0.281254,0.0,0.004087
169,IBLT,70,70,10000,True,5900.0,1065.0,0.846302,0.06346,1.4e-05
170,IBLT,70,70,10000,True,1065.0,5900.0,0.241646,0.0,0.004079
171,IBLT,70,70,10000,True,5900.0,1065.0,0.80636,0.073571,1.3e-05
172,IBLT,70,70,10000,True,1065.0,5900.0,0.24236,0.0,0.004084
173,IBLT,70,70,10000,True,5900.0,1065.0,0.338225,0.06895,1.4e-05
174,IBLT,70,70,10000,True,1065.0,5900.0,0.691016,0.0,0.004083
175,IBLT,70,70,10000,True,5900.0,1065.0,0.779543,0.087791,1.7e-05
176,IBLT,70,70,10000,True,1065.0,5900.0,0.241353,0.0,0.004717
177,IBLT,70,70,10000,True,5900.0,1065.0,0.830263,0.08047,1.4e-05
178,IBLT,70,70,10000,True,1065.0,5900.0,0.24177,0.0,0.004083
179,IBLT,70,70,10000,True,5900.0,1065.0,0.339675,0.075458,2.5e-05
180,IBLT,400,400,10000,True,6002.0,32824.0,0.426992,0.0,0.024255
181,IBLT,400,400,10000,True,32824.0,6002.0,0.757747,0.075094,6e-05
182,IBLT,400,400,10000,True,6002.0,32824.0,0.465818,0.0,0.02495
183,IBLT,400,400,10000,True,32824.0,6002.0,0.734919,0.076416,5.8e-05
184,IBLT,400,400,10000,True,6002.0,32824.0,0.432214,0.0,0.024216
185,IBLT,400,400,10000,True,32824.0,6002.0,0.548046,0.090914,5.8e-05
186,IBLT,400,400,10000,True,6002.0,32824.0,0.767544,0.0,0.024681
187,IBLT,400,400,10000,True,32824.0,6002.0,0.884837,0.087821,5.7e-05
188,IBLT,400,400,10000,True,6002.0,32824.0,0.46074,0.0,0.024348
189,IBLT,400,400,10000,True,32824.0,6002.0,0.584472,0.07057,5.7e-05
190,IBLT,400,400,10000,True,6002.0,32824.0,0.340583,0.0,0.024358
191,IBLT,400,400,10000,True,32824.0,6002.0,0.464911,0.089806,5.7e-05
192,IBLT,400,400,10000,True,6002.0,32824.0,0.423303,0.0,0.041276
193,IBLT,400,400,10000,True,32824.0,6002.0,0.543648,0.074283,5.8e-05
194,IBLT,400,400,10000,True,6002.0,32824.0,0.33646,0.0,0.024186
195,IBLT,400,400,10000,True,32824.0,6002.0,0.464965,0.087065,5.7e-05
196,IBLT,400,400,10000,True,6002.0,32824.0,0.450572,0.0,0.024794
197,IBLT,400,400,10000,True,32824.0,6002.0,0.555884,0.071144,5.8e-05
198,IBLT,400,400,10000,True,6002.0,32824.0,0.432462,0.0,0.024309
199,IBLT,400,400,10000,True,32824.0,6002.0,0.544235,0.08119,5.7e-05
200,Cuckoo,100,100,10000,True,15086.0,29476.0,0.375724,0.0,0.035014
201,Cuckoo,100,100,10000,True,29476.0,29460.0,0.532659,0.069383,0.038724
202,Cuckoo,100,100,10000,True,15086.0,29476.0,0.414503,0.0,0.035876
203,Cuckoo,100,100,10000,True,29476.0,29460.0,0.503584,0.069116,0.034556
204,Cuckoo,100,100,10000,True,15086.0,29476.0,0.535023,0.0,0.036288
205,Cuckoo,100,100,10000,True,29476.0,29460.0,0.627501,0.078089,0.034879
206,Cuckoo,100,100,10000,True,15086.0,29476.0,0.464815,0.0,0.034703
207,Cuckoo,100,100,10000,True,29476.0,29460.0,0.542537,0.087621,0.034676
208,Cuckoo,100,100,10000,True,15086.0,29476.0,0.335416,0.0,0.036963
209,Cuckoo,100,100,10000,True,29476.0,29460.0,0.423172,0.065616,0.035221
210,Cuckoo,100,100,10000,True,15086.0,29476.0,0.334163,0.0,0.036552
211,Cuckoo,100,100,10000,True,29476.0,29460.0,0.423441,0.089324,0.034927
212,Cuckoo,100,100,10000,True,15086.0,29476.0,0.57412,0.0,0.038434
213,Cuckoo,100,100,10000,True,29476.0,29460.0,0.6599,0.072732,0.039709
214,Cuckoo,100,100,10000,True,15086.0,29476.0,0.907594,0.0,0.035243
215,Cuckoo,100,100,10000,True,29476.0,29460.0,0.983518,0.0675,0.035278
216,Cuckoo,100,100,10000,True,15086.0,29476.0,0.462868,0.0,0.034981
217,Cuckoo,100,100,10000,True,29476.0,29460.0,0.544952,0.071262,0.034606
218,Cuckoo,100,100,10000,True,15086.0,29476.0,0.380458,0.0,0.035006
219,Cuckoo,100,100,10000,True,29476.0,29460.0,0.46198,0.067861,0.036365
220,Cuckoo,40,40,10000,True,14712.0,29086.0,0.525959,0.0,0.034458
221,Cuckoo,40,40,10000,True,29086.0,29086.0,0.622978,0.105127,0.038952
222,Cuckoo,40,40,10000,True,14712.0,29086.0,0.987765,0.0,0.036332
223,Cuckoo,40,40,10000,True,29086.0,29086.0,1.08659,0.093595,0.034455
224,Cuckoo,40,40,10000,True,14712.0,29086.0,0.425139,0.0,0.034257
225,Cuckoo,40,40,10000,True,29086.0,29086.0,0.486643,0.058123,0.034455
226,Cuckoo,40,40,10000,True,14712.0,29086.0,0.405405,0.0,0.034791
227,Cuckoo,40,40,10000,True,29086.0,29086.0,0.486054,0.094798,0.035021
228,Cuckoo,40,40,10000,True,14712.0,29086.0,0.40577,0.0,0.034514
229,Cuckoo,40,40,10000,True,29086.0,29086.0,0.486806,0.070459,0.034296
230,Cuckoo,40,40,10000,True,14712.0,29086.0,0.486279,0.0,0.035978
231,Cuckoo,40,40,10000,True,29086.0,29086.0,0.598589,0.065501,0.034494
232,Cuckoo,40,40,10000,True,14712.0,29086.0,0.526273,0.0,0.034682
233,Cuckoo,40,40,10000,True,29086.0,29086.0,0.605603,0.077812,0.034527
